Pattern_ID,POS_N-Gram,Lexeme_N-Gram,MLM_Scores,Comparison_Replacement_Matrix,Final_Hybrid_N-Gram
600113,NN.* CC.* CD.* NN.* NN.* VB.*,,,,NN.* CC.* CD.* NN.* NN.* VB.*
600114,NN.* NN.* VB.* CC.* NN.* CC.*,,,,NN.* NN.* VB.* CC.* NN.* CC.*
600115,NN.* VB.* CC.* NN.* CC.* VB.*,,,,NN.* VB.* CC.* NN.* CC.* VB.*
600116,VB.* CC.* NN.* CC.* VB.* PM.*,,,,VB.* CC.* NN.* CC.* VB.* PM.*
600117,CC.* NN.* CC.* VB.* PM.* FW,,,,CC.* NN.* CC.* VB.* PM.* FW
600118,VB.* CC.* NN.*_PM.* CC.* VB.* CC.*,,,,VB.* CC.* NN.*_PM.* CC.* VB.* CC.*
600119,CC.* NN.*_PM.* CC.* VB.* CC.* PR.*,,,,CC.* NN.*_PM.* CC.* VB.* CC.* PR.*
600120,CC.* VB.* CC.* PR.* FW CC.*,,,,CC.* VB.* CC.* PR.* FW CC.*
600121,VB.* CC.* PR.* FW CC.* NN.*,,,,VB.* CC.* PR.* FW CC.* NN.*
600122,DT.* NN.* LM VB.* CC.* FW,,,,DT.* NN.* LM VB.* CC.* FW
600123,NN.* LM VB.* CC.* FW FW,,,,NN.* LM VB.* CC.* FW FW
600124,LM VB.* CC.* FW FW CC.*,,,,LM VB.* CC.* FW FW CC.*
600125,VB.* CC.* FW FW CC.* NN.*,,,,VB.* CC.* FW FW CC.* NN.*
600126,FW FW CC.* NN.* PM.* NN.*,,,,FW FW CC.* NN.* PM.* NN.*
600127,FW CC.* NN.* PM.* NN.* CC.*,,,,FW CC.* NN.* PM.* NN.* CC.*
600128,CC.* NN.* PM.* NN.* CC.* NN.*,,,,CC.* NN.* PM.* NN.* CC.* NN.*
600129,NN.* PM.* NN.* CC.* NN.* NN.*,,,,NN.* PM.* NN.* CC.* NN.* NN.*
600130,PR.* JJ.* NN.* CC.* NN.* CC.*,,,,PR.* JJ.* NN.* CC.* NN.* CC.*
600131,CC.* NN.* CC.* NN.* CC.* NN.*_PM.*,,,,CC.* NN.* CC.* NN.* CC.* NN.*_PM.*
600132,DT.* DT.* NN.* LM VB.* CC.*,,,,DT.* DT.* NN.* LM VB.* CC.*
600133,DT.* NN.* LM VB.* CC.* NN.*,,,,DT.* NN.* LM VB.* CC.* NN.*
600134,NN.* LM VB.* CC.* NN.* FW,,,,NN.* LM VB.* CC.* NN.* FW
600135,LM VB.* CC.* NN.* FW NN.*_PM.*,,,,LM VB.* CC.* NN.* FW NN.*_PM.*
600136,PR.* DT.* JJ.* JJ.* NN.* CC.*,,,,PR.* DT.* JJ.* JJ.* NN.* CC.*
600137,DT.* JJ.* JJ.* NN.* CC.* NN.*,,,,DT.* JJ.* JJ.* NN.* CC.* NN.*
600138,JJ.* JJ.* NN.* CC.* NN.* CC.*,,,,JJ.* JJ.* NN.* CC.* NN.* CC.*
600139,NN.* CC.* NN.* CC.* NN.* CC.*,,,,NN.* CC.* NN.* CC.* NN.* CC.*
600140,CC.* NN.* CC.* NN.* CC.* DT.*,,,,CC.* NN.* CC.* NN.* CC.* DT.*
600141,CC.* NN.* CC.* DT.* NN.* CC.*,,,,CC.* NN.* CC.* DT.* NN.* CC.*
600142,NN.* CC.* DT.* NN.* CC.* CD.*,,,,NN.* CC.* DT.* NN.* CC.* CD.*
600143,CC.* DT.* NN.* CC.* CD.* NN.*,,,,CC.* DT.* NN.* CC.* CD.* NN.*
600144,DT.* NN.* CC.* CD.* NN.* NN.*,,,,DT.* NN.* CC.* CD.* NN.* NN.*
600145,NN.* CC.* CD.* NN.* NN.* LM,,,,NN.* CC.* CD.* NN.* NN.* LM
600146,CD.* NN.* NN.* LM VB.* CC.*,,,,CD.* NN.* NN.* LM VB.* CC.*
600147,NN.* NN.* LM VB.* CC.* NN.*,,,,NN.* NN.* LM VB.* CC.* NN.*
600148,NN.* LM VB.* CC.* NN.* NN.*,,,,NN.* LM VB.* CC.* NN.* NN.*
600149,LM VB.* CC.* NN.* NN.* RB.*,,,,LM VB.* CC.* NN.* NN.* RB.*
600150,VB.* CC.* NN.* NN.* RB.* NN.*_PM.*,,,,VB.* CC.* NN.* NN.* RB.* NN.*_PM.*
600151,NN.* NN.* LM VB.* CC.* VB.*,,,,NN.* NN.* LM VB.* CC.* VB.*
600152,NN.* LM VB.* CC.* VB.* NN.*,,,,NN.* LM VB.* CC.* VB.* NN.*
600153,DT.* DT.* NN.* CC.* NN.* CC.*,,,,DT.* DT.* NN.* CC.* NN.* CC.*
600154,NN.* CC.* NN.* CC.* DT.* NN.*_PM.*,,,,NN.* CC.* NN.* CC.* DT.* NN.*_PM.*
600155,VB.* PR.* CC.* VB.* CC.* DT.*,,,,VB.* PR.* CC.* VB.* CC.* DT.*
600156,PR.* CC.* VB.* CC.* DT.* DT.*,,,,PR.* CC.* VB.* CC.* DT.* DT.*
600157,CC.* VB.* CC.* DT.* DT.* NN.*,,,,CC.* VB.* CC.* DT.* DT.* NN.*
600158,VB.* LM RB.* VB.* PM.* NN.*,,,,VB.* LM RB.* VB.* PM.* NN.*
600159,DT.* DT.* JJ.* NN.* NN.* CC.*,,,,DT.* DT.* JJ.* NN.* NN.* CC.*
600160,DT.* JJ.* NN.* NN.* CC.* NN.*,,,,DT.* JJ.* NN.* NN.* CC.* NN.*
600161,JJ.* NN.* NN.* CC.* NN.* DT.*,,,,JJ.* NN.* NN.* CC.* NN.* DT.*
600162,NN.* NN.* CC.* NN.* DT.* VB.*,,,,NN.* NN.* CC.* NN.* DT.* VB.*
600163,NN.* CC.* NN.* DT.* VB.* CC.*,,,,NN.* CC.* NN.* DT.* VB.* CC.*
600164,CC.* NN.* DT.* VB.* CC.* VB.*,,,,CC.* NN.* DT.* VB.* CC.* VB.*
600165,NN.* DT.* VB.* CC.* VB.* RB.*,,,,NN.* DT.* VB.* CC.* VB.* RB.*
600166,DT.* VB.* CC.* VB.* RB.* CC.*,,,,DT.* VB.* CC.* VB.* RB.* CC.*
600167,VB.* CC.* VB.* RB.* CC.* JJ.*,,,,VB.* CC.* VB.* RB.* CC.* JJ.*
600168,VB.* RB.* CC.* JJ.* JJ.* CC.*,,,,VB.* RB.* CC.* JJ.* JJ.* CC.*
600169,CC.* JJ.* JJ.* CC.* NN.* PR.*,,,,CC.* JJ.* JJ.* CC.* NN.* PR.*
600170,CC.* DT.* NN.* CC.* NN.* CC.*,,,,CC.* DT.* NN.* CC.* NN.* CC.*
600171,CC.* NN.* CC.* NN.* CC.* JJ.*,,,,CC.* NN.* CC.* NN.* CC.* JJ.*
600172,NN.* CC.* NN.* CC.* JJ.* CC.*,,,,NN.* CC.* NN.* CC.* JJ.* CC.*
600173,CC.* NN.* CC.* JJ.* CC.* VB.*,,,,CC.* NN.* CC.* JJ.* CC.* VB.*
600174,NN.* CC.* JJ.* CC.* VB.* CC.*,,,,NN.* CC.* JJ.* CC.* VB.* CC.*
600175,CC.* JJ.* CC.* VB.* CC.* VB.*,,,,CC.* JJ.* CC.* VB.* CC.* VB.*
600176,JJ.* CC.* VB.* CC.* VB.* CC.*,,,,JJ.* CC.* VB.* CC.* VB.* CC.*
600177,CC.* VB.* CC.* VB.* CC.* NN.*_PM.*,,,,CC.* VB.* CC.* VB.* CC.* NN.*_PM.*
600178,DT.* NN.* LM RB.* PM.* NN.*,,,,DT.* NN.* LM RB.* PM.* NN.*
600179,NN.* LM RB.* PM.* NN.* CC.*,,,,NN.* LM RB.* PM.* NN.* CC.*
600180,RB.* PM.* NN.* CC.* NN.* CC.*,,,,RB.* PM.* NN.* CC.* NN.* CC.*
600181,PM.* NN.* CC.* NN.* CC.* NN.*,,,,PM.* NN.* CC.* NN.* CC.* NN.*
600182,CC.* NN.* CC.* NN.* CC.* NN.*,,,,CC.* NN.* CC.* NN.* CC.* NN.*
600183,NN.* CC.* NN.* CC.* NN.* NN.*,,,,NN.* CC.* NN.* CC.* NN.* NN.*
600184,CC.* NN.* CC.* NN.* NN.* CC.*,,,,CC.* NN.* CC.* NN.* NN.* CC.*
600185,NN.* CC.* NN.* NN.* CC.* NN.*,,,,NN.* CC.* NN.* NN.* CC.* NN.*
600186,NN.* CC.* NN.* CC.* NN.* RB.*,,,,NN.* CC.* NN.* CC.* NN.* RB.*
600187,CC.* NN.* CC.* NN.* RB.* JJ.*,,,,CC.* NN.* CC.* NN.* RB.* JJ.*
600188,NN.* CC.* NN.* RB.* JJ.* PM.*,,,,NN.* CC.* NN.* RB.* JJ.* PM.*
600189,CC.* NN.* RB.* JJ.* PM.* CD.*,,,,CC.* NN.* RB.* JJ.* PM.* CD.*
600190,NN.* RB.* JJ.* PM.* CD.* CC.*,,,,NN.* RB.* JJ.* PM.* CD.* CC.*
600191,JJ.* PM.* CD.* CC.* JJ.* PM.*,,,,JJ.* PM.* CD.* CC.* JJ.* PM.*
600192,PM.* CD.* CC.* JJ.* PM.* CD.*,,,,PM.* CD.* CC.* JJ.* PM.* CD.*
600193,CD.* CC.* JJ.* PM.* CD.* CC.*,,,,CD.* CC.* JJ.* PM.* CD.* CC.*
600194,CC.* JJ.* PM.* CD.* CC.* NN.*,,,,CC.* JJ.* PM.* CD.* CC.* NN.*
600195,VB.* VB.* CC.* VB.* NN.* CC.*,,,,VB.* VB.* CC.* VB.* NN.* CC.*
600196,VB.* CC.* VB.* NN.* CC.* NN.*,,,,VB.* CC.* VB.* NN.* CC.* NN.*
600197,CC.* VB.* NN.* CC.* NN.* CC.*,,,,CC.* VB.* NN.* CC.* NN.* CC.*
600198,VB.* NN.* CC.* NN.* CC.* NN.*_PM.*,,,,VB.* NN.* CC.* NN.* CC.* NN.*_PM.*
600199,NN.* NN.* LM VB.* DT.* NN.*,,,,NN.* NN.* LM VB.* DT.* NN.*
600200,NN.* LM VB.* DT.* NN.* CC.*,,,,NN.* LM VB.* DT.* NN.* CC.*
600201,LM VB.* DT.* NN.* CC.* NN.*,,,,LM VB.* DT.* NN.* CC.* NN.*
600202,DT.* NN.* CC.* NN.* CC.* NN.*,,,,DT.* NN.* CC.* NN.* CC.* NN.*
600203,CC.* VB.* DT.* DT.* NN.* CC.*,,,,CC.* VB.* DT.* DT.* NN.* CC.*
600204,VB.* DT.* DT.* NN.* CC.* RB.*,,,,VB.* DT.* DT.* NN.* CC.* RB.*
600205,DT.* DT.* NN.* CC.* RB.* VB.*,,,,DT.* DT.* NN.* CC.* RB.* VB.*
600206,DT.* NN.* CC.* RB.* VB.* CC.*,,,,DT.* NN.* CC.* RB.* VB.* CC.*
600207,NN.* CC.* RB.* VB.* CC.* NN.*,,,,NN.* CC.* RB.* VB.* CC.* NN.*
600208,CC.* RB.* VB.* CC.* NN.* CC.*,,,,CC.* RB.* VB.* CC.* NN.* CC.*
600209,RB.* VB.* CC.* NN.* CC.* JJ.*,,,,RB.* VB.* CC.* NN.* CC.* JJ.*
600210,VB.* CC.* NN.* CC.* JJ.* NN.*_PM.*,,,,VB.* CC.* NN.* CC.* JJ.* NN.*_PM.*
600211,CC.* VB.* CC.* RB.* VB.* RB.*,,,,CC.* VB.* CC.* RB.* VB.* RB.*
600212,VB.* CC.* RB.* VB.* RB.* CC.*,,,,VB.* CC.* RB.* VB.* RB.* CC.*
600213,CC.* RB.* VB.* RB.* CC.* DT.*,,,,CC.* RB.* VB.* RB.* CC.* DT.*
600214,CC.* DT.* RB.* JJ.* NN.* CC.*,,,,CC.* DT.* RB.* JJ.* NN.* CC.*
600215,DT.* RB.* JJ.* NN.* CC.* NN.*,,,,DT.* RB.* JJ.* NN.* CC.* NN.*
600216,RB.* JJ.* NN.* CC.* NN.* CC.*,,,,RB.* JJ.* NN.* CC.* NN.* CC.*
600217,JJ.* NN.* CC.* NN.* CC.* NN.*_PM.*,,,,JJ.* NN.* CC.* NN.* CC.* NN.*_PM.*
600218,NN.* CC.* NN.* CC.* NN.*_PM.* CC.*,,,,NN.* CC.* NN.* CC.* NN.*_PM.* CC.*
600219,NN.* CC.* NN.*_PM.* CC.* DT.* NN.*,,,,NN.* CC.* NN.*_PM.* CC.* DT.* NN.*
600220,LM RB.* VB.* CC.* NN.* CC.*,,,,LM RB.* VB.* CC.* NN.* CC.*
600221,PR.* LM JJ.* CC.* VB.* VB.*,,,,PR.* LM JJ.* CC.* VB.* VB.*
600222,NN.* NN.* NN.* LM VB.* CC.*,,,,NN.* NN.* NN.* LM VB.* CC.*
600223,LM VB.* CC.* VB.* NN.* CC.*,,,,LM VB.* CC.* VB.* NN.* CC.*
600224,VB.* NN.* CC.* NN.* CC.* NN.*,,,,VB.* NN.* CC.* NN.* CC.* NN.*
600225,CC.* NN.* CC.* NN.* RB.* RB.*,,,,CC.* NN.* CC.* NN.* RB.* RB.*
600226,NN.* CC.* NN.* RB.* RB.* VB.*,,,,NN.* CC.* NN.* RB.* RB.* VB.*
600227,CC.* NN.* RB.* RB.* VB.* DT.*,,,,CC.* NN.* RB.* RB.* VB.* DT.*
600228,NN.* RB.* RB.* VB.* DT.* NN.*,,,,NN.* RB.* RB.* VB.* DT.* NN.*
600229,DT.* NN.* CC.* NN.* CC.* CC.*,,,,DT.* NN.* CC.* NN.* CC.* CC.*
600230,NN.* CC.* NN.* CC.* CC.* RB.*,,,,NN.* CC.* NN.* CC.* CC.* RB.*
600231,CC.* NN.* CC.* CC.* RB.* VB.*,,,,CC.* NN.* CC.* CC.* RB.* VB.*
600232,CC.* RB.* VB.* NN.* LM VB.*,,,,CC.* RB.* VB.* NN.* LM VB.*
600233,VB.* PM.* VB.* RB.* CC.* NN.*,,,,VB.* PM.* VB.* RB.* CC.* NN.*
600234,PM.* VB.* RB.* CC.* NN.* CC.*,,,,PM.* VB.* RB.* CC.* NN.* CC.*
600235,VB.* RB.* CC.* NN.* CC.* NN.*,,,,VB.* RB.* CC.* NN.* CC.* NN.*
600236,RB.* CC.* NN.* CC.* NN.* CC.*,,,,RB.* CC.* NN.* CC.* NN.* CC.*
600237,DT.* NN.* LM RB.* VB.* RB.*,,,,DT.* NN.* LM RB.* VB.* RB.*
600238,NN.* LM RB.* VB.* RB.* NN.*_PM.*,,,,NN.* LM RB.* VB.* RB.* NN.*_PM.*
600239,VB.* RB.* CC.* RB.* VB.* CC.*,,,,VB.* RB.* CC.* RB.* VB.* CC.*
600240,CC.* RB.* VB.* CC.* JJ.* NN.*,,,,CC.* RB.* VB.* CC.* JJ.* NN.*
600241,RB.* VB.* CC.* JJ.* NN.* DT.*,,,,RB.* VB.* CC.* JJ.* NN.* DT.*
600242,DT.* NN.* DT.* NN.* NN.* LM,,,,DT.* NN.* DT.* NN.* NN.* LM
600243,NN.* DT.* NN.* NN.* LM VB.*,,,,NN.* DT.* NN.* NN.* LM VB.*
600244,DT.* NN.* NN.* LM VB.* JJ.*,,,,DT.* NN.* NN.* LM VB.* JJ.*
600245,NN.* NN.* LM VB.* JJ.* CC.*,,,,NN.* NN.* LM VB.* JJ.* CC.*
